dropoff_latitude|dropoff_longitude|DropOffKey|properties.category|properties.addresstype|properties.address.neighbourhood|properties.address.suburb
40.774948|-73.956734|39429|place|place|Yorkville|Manhattan
40.774952|-73.958687|39430|place|place|Manhattan Community Board 8|Manhattan
40.774956|-73.982239|39431|shop|shop|Manhattan Community Board 7|Manhattan
40.77496|-73.990128|39432|building|building|Manhattan Community Board 7|Manhattan
40.77496|-73.982224|39433|shop|shop|Manhattan Community Board 7|Manhattan
40.774963|-73.947762|39434|place|place|Yorkville|Manhattan
40.774967|-73.959267|39435|place|place|Manhattan Community Board 8|Manhattan
40.774971|-73.980629|39436|building|building|Manhattan Community Board 7|Manhattan
40.774971|-73.978409|39437|building|building|Manhattan Community Board 7|Manhattan
40.774971|-73.977188|39438|amenity|amenity|Manhattan Community Board 7|Manhattan
40.774971|-73.950516|39439|building|building|Yorkville|Manhattan
40.774975|-73.959373|39440|place|place|Manhattan Community Board 8|Manhattan
40.774979|-73.952827|39441|building|building|Yorkville|Manhattan
40.774979|-73.950874|39442|place|place|Yorkville|Manhattan
40.774982|-73.9823|39443|shop|shop|Manhattan Community Board 7|Manhattan
40.774982|-73.963188|39444|building|building|Manhattan Community Board 8|Manhattan
40.774982|-73.95092|39445|place|place|Yorkville|Manhattan
40.774986|-73.957039|39446|amenity|amenity|Manhattan Community Board 8|Manhattan
40.774986|-73.950729|39447|place|place|Yorkville|Manhattan
40.774994|-73.983032|39448|building|building|Manhattan Community Board 7|Manhattan
40.774994|-73.982346|39449|shop|shop|Manhattan Community Board 7|Manhattan
40.774994|-73.963112|39450|place|place|Manhattan Community Board 8|Manhattan
40.774994|-73.963104|39451|place|place|Manhattan Community Board 8|Manhattan
40.774994|-73.950699|39452|place|place|Yorkville|Manhattan
40.774994|-73.934082|39453|place|place|Astoria|Queens
40.774998|-73.958122|39454|building|building|Manhattan Community Board 8|Manhattan
40.775002|-73.944992|39455|place|place|Yorkville|Manhattan
40.775002|-73.863541|39456|aeroway|aeroway||Queens
40.775005|-73.947807|39457|building|building|Yorkville|Manhattan
40.775013|-73.950729|39458|place|place|Yorkville|Manhattan
40.775017|-73.990562|39459|building|building|Manhattan Community Board 7|Manhattan
40.775017|-73.98053|39460|building|building|Manhattan Community Board 7|Manhattan
40.775017|-73.959007|39461|place|place|Manhattan Community Board 8|Manhattan
40.775021|-73.965195|39462|place|place|Manhattan Community Board 8|Manhattan
40.775021|-73.959259|39463|place|place|Manhattan Community Board 8|Manhattan
40.775021|-73.949326|39464|building|building|Yorkville|Manhattan
40.775024|-73.990715|39465|place|place|Manhattan Community Board 7|Manhattan
40.775024|-73.951324|39466|building|building|Yorkville|Manhattan
40.775028|-73.984444|39467|building|building|Manhattan Community Board 7|Manhattan
40.775028|-73.959106|39468|highway|highway|Manhattan Community Board 8|Manhattan
40.775028|-73.956688|39469|shop|shop|Yorkville|Manhattan
40.775028|-73.950783|39470|place|place|Yorkville|Manhattan
40.775036|-73.98053|39471|building|building|Manhattan Community Board 7|Manhattan
40.775036|-73.956642|39472|shop|shop|Yorkville|Manhattan
40.775036|-73.952904|39473|building|building|Yorkville|Manhattan
40.77504|-73.982132|39474|place|place|Manhattan Community Board 7|Manhattan
40.775043|-73.983238|39475|building|building|Manhattan Community Board 7|Manhattan
40.775043|-73.980392|39476|building|building|Manhattan Community Board 7|Manhattan
40.775043|-73.957184|39477|place|place|Manhattan Community Board 8|Manhattan
40.775047|-73.950844|39478|place|place|Yorkville|Manhattan
40.775051|-73.947701|39479|place|place|Yorkville|Manhattan
40.775059|-73.976814|39480|building|building|Manhattan Community Board 7|Manhattan
40.775059|-73.959129|39481|highway|highway|Manhattan Community Board 8|Manhattan
40.775063|-73.961006|39482|place|place|Manhattan Community Board 8|Manhattan
40.775063|-73.945053|39483|building|building|Yorkville|Manhattan
40.775066|-73.960945|39484|place|place|Manhattan Community Board 8|Manhattan
40.775066|-73.95668|39485|shop|shop|Yorkville|Manhattan
40.77507|-73.982224|39486|highway|highway|Manhattan Community Board 7|Manhattan
40.77507|-73.963005|39487|place|place|Manhattan Community Board 8|Manhattan
40.775074|-73.9842|39488|place|place|Manhattan Community Board 7|Manhattan
40.775082|-73.956825|39489|amenity|amenity|Manhattan Community Board 8|Manhattan
40.775085|-73.981033|39490|building|building|Manhattan Community Board 7|Manhattan
40.775085|-73.945129|39491|building|building|Yorkville|Manhattan
40.775085|-73.945007|39492|building|building|Yorkville|Manhattan
40.775089|-73.985039|39493|building|building|Manhattan Community Board 7|Manhattan
40.775093|-73.955605|39494|building|building|Yorkville|Manhattan
40.775097|-73.962875|39495|shop|shop|Manhattan Community Board 8|Manhattan
40.775097|-73.9478|39496|building|building|Yorkville|Manhattan
40.775097|-73.945251|39497|building|building|Yorkville|Manhattan
40.775101|-73.983292|39498|building|building|Manhattan Community Board 7|Manhattan
40.775101|-73.982254|39499|highway|highway|Manhattan Community Board 7|Manhattan
40.775101|-73.949211|39500|building|building|Yorkville|Manhattan
40.775105|-73.980507|39501|building|building|Manhattan Community Board 7|Manhattan
40.775105|-73.953781|39502|highway|highway|Yorkville|Manhattan
40.775108|-73.955894|39503|building|building|Yorkville|Manhattan
40.775108|-73.945152|39504|building|building|Yorkville|Manhattan
40.775112|-73.961082|39505|place|place|Manhattan Community Board 8|Manhattan
40.775116|-73.959351|39506|building|building|Manhattan Community Board 8|Manhattan
40.775116|-73.871391|39507|aeroway|aeroway||Queens
40.775131|-73.9841|39508|place|place|Manhattan Community Board 7|Manhattan
40.775131|-73.983459|39509|building|building|Manhattan Community Board 7|Manhattan
40.775135|-73.956848|39510|building|building|Manhattan Community Board 8|Manhattan
40.775139|-73.980774|39511|building|building|Manhattan Community Board 7|Manhattan
40.775139|-73.962616|39512|building|building|Manhattan Community Board 8|Manhattan
40.775139|-73.957115|39513|building|building|Manhattan Community Board 8|Manhattan
40.775143|-73.961288|39514|place|place|Manhattan Community Board 8|Manhattan
40.775143|-73.959282|39515|highway|highway|Manhattan Community Board 8|Manhattan
40.775143|-73.949295|39516|building|building|Yorkville|Manhattan
40.775146|-73.958984|39517|place|place|Manhattan Community Board 8|Manhattan
40.775146|-73.950615|39518|building|building|Yorkville|Manhattan
40.775146|-73.92334|39519|amenity|amenity|Astoria|Queens
40.77515|-73.988365|39520|building|building|Manhattan Community Board 7|Manhattan
40.775154|-73.959282|39521|highway|highway|Manhattan Community Board 8|Manhattan
40.775158|-73.984192|39522|building|building|Manhattan Community Board 7|Manhattan
40.775158|-73.950668|39523|building|building|Yorkville|Manhattan
40.775158|-73.947212|39524|building|building|Yorkville|Manhattan
40.775162|-73.949333|39525|building|building|Yorkville|Manhattan
40.775166|-73.982338|39526|highway|highway|Manhattan Community Board 7|Manhattan
40.775166|-73.965164|39527|highway|road||Manhattan
40.775166|-73.965096|39528|leisure|leisure|Manhattan Community Board 8|Manhattan
40.775169|-73.963425|39529|building|building|Manhattan Community Board 8|Manhattan
40.775169|-73.95829|39530|building|building|Manhattan Community Board 8|Manhattan
40.775169|-73.950661|39531|building|building|Yorkville|Manhattan
40.775173|-73.982567|39532|building|building|Manhattan Community Board 7|Manhattan
40.775177|-73.983078|39533|amenity|amenity|Manhattan Community Board 7|Manhattan
40.775177|-73.960815|39534|place|place|Manhattan Community Board 8|Manhattan
40.775177|-73.951385|39535|building|building|Yorkville|Manhattan
40.775177|-73.949432|39536|building|building|Yorkville|Manhattan
40.775181|-73.987129|39537|place|place|Manhattan Community Board 7|Manhattan
40.775181|-73.956749|39538|building|building|Manhattan Community Board 8|Manhattan
40.775185|-73.984131|39539|building|building|Manhattan Community Board 7|Manhattan
40.775188|-73.98333|39540|building|building|Manhattan Community Board 7|Manhattan
40.775188|-73.956795|39541|building|building|Manhattan Community Board 8|Manhattan
40.775188|-73.950577|39542|building|building|Yorkville|Manhattan
40.775192|-73.987434|39543|place|place|Manhattan Community Board 7|Manhattan
40.775192|-73.947647|39544|place|place|Yorkville|Manhattan
40.775196|-73.987228|39545|place|place|Manhattan Community Board 7|Manhattan
40.775196|-73.960999|39546|place|place|Manhattan Community Board 8|Manhattan
40.775208|-73.987473|39547|place|place|Manhattan Community Board 7|Manhattan
40.775211|-73.985146|39548|highway|highway|Manhattan Community Board 7|Manhattan
40.775215|-73.987206|39549|place|place|Manhattan Community Board 7|Manhattan
40.775215|-73.967911|39550|amenity|amenity||Manhattan
40.775223|-73.956619|39551|building|building|Manhattan Community Board 8|Manhattan
40.775223|-73.950829|39552|place|place|Yorkville|Manhattan
40.775227|-73.990631|39553|building|building|Manhattan Community Board 7|Manhattan
40.775227|-73.987923|39554|building|building|Manhattan Community Board 7|Manhattan
40.775227|-73.949432|39555|building|building|Yorkville|Manhattan
40.77523|-73.953102|39556|building|building|Yorkville|Manhattan
40.775242|-73.985481|39557|building|building|Manhattan Community Board 7|Manhattan
40.775242|-73.982201|39558|highway|highway|Manhattan Community Board 7|Manhattan
40.775246|-73.962929|39559|building|building|Manhattan Community Board 8|Manhattan
40.775246|-73.956757|39560|building|building|Manhattan Community Board 8|Manhattan
40.775246|-73.956642|39561|building|building|Manhattan Community Board 8|Manhattan
40.775249|-73.945541|39562|building|building|Yorkville|Manhattan
40.775253|-73.987823|39563|building|building|Manhattan Community Board 7|Manhattan
40.775253|-73.980408|39564|highway|highway|Manhattan Community Board 7|Manhattan
40.775253|-73.956581|39565|building|building|Yorkville|Manhattan
40.775257|-73.985245|39566|highway|highway|Manhattan Community Board 7|Manhattan
40.775257|-73.965866|39567|highway|highway||Manhattan
40.775257|-73.953545|39568|place|place|Yorkville|Manhattan
40.775261|-73.985329|39569|highway|road|Lincoln Towers|Manhattan
40.775261|-73.979652|39570|building|building|Manhattan Community Board 7|Manhattan
40.775261|-73.976585|39571|building|building|Manhattan Community Board 7|Manhattan
40.775261|-73.965004|39572|leisure|leisure|Manhattan Community Board 8|Manhattan
40.775265|-73.982391|39573|building|building|Manhattan Community Board 7|Manhattan
40.775269|-73.981812|39574|building|building|Manhattan Community Board 7|Manhattan
40.775272|-73.965019|39575|leisure|leisure|Manhattan Community Board 8|Manhattan
40.775272|-73.960663|39576|building|building|Manhattan Community Board 8|Manhattan
40.775272|-73.959129|39577|place|place|Manhattan Community Board 8|Manhattan
40.775272|-73.9506|39578|building|building|Yorkville|Manhattan
40.775272|-73.950073|39579|building|building|Yorkville|Manhattan
40.775276|-73.980392|39580|highway|highway|Manhattan Community Board 7|Manhattan
40.77528|-73.987869|39581|building|building|Manhattan Community Board 7|Manhattan
40.77528|-73.980469|39582|building|building|Manhattan Community Board 7|Manhattan
40.775284|-73.982346|39583|highway|highway|Manhattan Community Board 7|Manhattan
40.775284|-73.980377|39584|highway|highway|Manhattan Community Board 7|Manhattan
40.775284|-73.979752|39585|building|building|Manhattan Community Board 7|Manhattan
40.775288|-73.979866|39586|building|building|Manhattan Community Board 7|Manhattan
40.775288|-73.904655|39587|building|building|Steinway|Queens
40.775291|-73.949875|39588|building|building|Yorkville|Manhattan
40.775295|-73.959|39589|building|building|Manhattan Community Board 8|Manhattan
40.775299|-73.987572|39590|place|place|Manhattan Community Board 7|Manhattan
40.775299|-73.958923|39591|building|building|Manhattan Community Board 8|Manhattan
40.775299|-73.958595|39592|place|place|Manhattan Community Board 8|Manhattan
40.775303|-73.976646|39593|building|building|Manhattan Community Board 7|Manhattan
40.775307|-73.976608|39594|building|building|Manhattan Community Board 7|Manhattan
40.775307|-73.976555|39595|building|building|Manhattan Community Board 7|Manhattan
40.775307|-73.914146|39596|building|building|Steinway|Queens
40.775311|-73.959709|39597|building|building|Manhattan Community Board 8|Manhattan
40.775311|-73.956543|39598|building|building|Yorkville|Manhattan
40.775311|-73.947594|39599|building|building|Yorkville|Manhattan
40.775318|-73.953842|39600|place|place|Yorkville|Manhattan
40.775322|-73.982147|39601|building|building|Manhattan Community Board 7|Manhattan
40.775322|-73.980873|39602|building|building|Manhattan Community Board 7|Manhattan
40.775322|-73.980003|39603|building|building|Manhattan Community Board 7|Manhattan
40.775326|-73.950951|39604|place|place|Yorkville|Manhattan
40.77533|-73.982231|39605|highway|highway|Manhattan Community Board 7|Manhattan
40.77533|-73.923233|39606|tourism|tourism|Astoria|Queens
40.775333|-73.987747|39607|building|building|Manhattan Community Board 7|Manhattan
40.775333|-73.956703|39608|building|building|Manhattan Community Board 8|Manhattan
40.775333|-73.950531|39609|building|building|Yorkville|Manhattan
40.775337|-73.990387|39610|building|building|Manhattan Community Board 7|Manhattan
40.775337|-73.949776|39611|building|building|Yorkville|Manhattan
40.775337|-73.904762|39612|building|building|Steinway|Queens
40.775341|-73.982445|39613|building|building|Manhattan Community Board 7|Manhattan
40.775349|-73.990402|39614|building|building|Manhattan Community Board 7|Manhattan
40.775349|-73.979851|39615|building|building|Manhattan Community Board 7|Manhattan
40.775352|-73.980431|39616|highway|highway|Manhattan Community Board 7|Manhattan
40.775352|-73.957832|39617|building|building|Manhattan Community Board 8|Manhattan
40.775356|-73.990623|39618|building|building|Manhattan Community Board 7|Manhattan
40.775356|-73.976685|39619|railway|railway|Manhattan Community Board 7|Manhattan
40.775356|-73.950516|39620|building|building|Yorkville|Manhattan
40.775356|-73.949692|39621|building|building|Yorkville|Manhattan
40.77536|-73.962875|39622|building|building|Manhattan Community Board 8|Manhattan
40.77536|-73.956604|39623|building|building|Manhattan Community Board 8|Manhattan
40.775368|-73.949577|39624|building|building|Yorkville|Manhattan
40.775372|-73.976486|39625|amenity|amenity||Manhattan
40.775375|-73.976593|39626|building|building|Manhattan Community Board 7|Manhattan
40.775375|-73.956635|39627|building|building|Manhattan Community Board 8|Manhattan
40.775379|-73.953819|39628|place|place|Yorkville|Manhattan
40.775383|-73.960869|39629|building|building|Manhattan Community Board 8|Manhattan
40.775383|-73.909592|39630|place|place|Steinway|Queens
40.775387|-73.962898|39631|building|building|Manhattan Community Board 8|Manhattan
40.775391|-73.98037|39632|highway|highway|Manhattan Community Board 7|Manhattan
40.775391|-73.976486|39633|building|building|Manhattan Community Board 7|Manhattan
40.775398|-73.98407|39634|highway|road|Manhattan Community Board 7|Manhattan
40.775398|-73.980217|39635|shop|shop|Manhattan Community Board 7|Manhattan
40.775402|-73.965103|39636|leisure|leisure|Manhattan Community Board 8|Manhattan
40.775406|-73.956093|39637|place|place|Yorkville|Manhattan
40.77541|-73.984329|39638|building|building|Manhattan Community Board 7|Manhattan
40.775414|-73.982437|39639|building|building|Manhattan Community Board 7|Manhattan
40.775414|-73.980148|39640|place|place|Manhattan Community Board 7|Manhattan
40.775417|-73.960899|39641|building|building|Manhattan Community Board 8|Manhattan
40.775417|-73.950378|39642|building|building|Yorkville|Manhattan
40.775421|-73.980316|39643|building|building|Manhattan Community Board 7|Manhattan
40.775421|-73.980209|39644|shop|shop|Manhattan Community Board 7|Manhattan
40.775421|-73.97654|39645|building|building|Manhattan Community Board 7|Manhattan
40.775421|-73.960579|39646|place|place|Manhattan Community Board 8|Manhattan
40.775425|-73.987572|39647|place|place|Manhattan Community Board 7|Manhattan
40.775425|-73.983841|39648|building|building|Manhattan Community Board 7|Manhattan
40.775429|-73.96489|39649|building|building|Manhattan Community Board 8|Manhattan
40.775433|-73.982178|39650|building|building|Manhattan Community Board 7|Manhattan
40.775433|-73.981796|39651|building|building|Manhattan Community Board 7|Manhattan
40.775436|-73.985931|39652|place|place|Manhattan Community Board 7|Manhattan
40.775436|-73.9543|39653|building|building|Yorkville|Manhattan
40.775436|-73.951897|39654|building|building|Yorkville|Manhattan
40.775436|-73.904945|39655|building|building|Steinway|Queens
40.77544|-73.982361|39656|building|building|Manhattan Community Board 7|Manhattan
40.77544|-73.947975|39657|building|building|Yorkville|Manhattan
40.77544|-73.945648|39658|building|building|Yorkville|Manhattan
40.775448|-73.960045|39659|building|building|Manhattan Community Board 8|Manhattan
40.775448|-73.960007|39660|building|building|Manhattan Community Board 8|Manhattan
40.775452|-73.982254|39661|building|building|Manhattan Community Board 7|Manhattan
40.775452|-73.953598|39662|building|building|Yorkville|Manhattan
40.775455|-73.990295|39663|building|building|Manhattan Community Board 7|Manhattan
40.775455|-73.985451|39664|highway|highway|Manhattan Community Board 7|Manhattan
40.775455|-73.982201|39665|building|building|Manhattan Community Board 7|Manhattan
40.775459|-73.981354|39666|building|building|Manhattan Community Board 7|Manhattan
40.775463|-73.982407|39667|building|building|Manhattan Community Board 7|Manhattan
40.775463|-73.98037|39668|building|building|Manhattan Community Board 7|Manhattan
40.775463|-73.960495|39669|place|place|Manhattan Community Board 8|Manhattan
40.775463|-73.954079|39670|building|building|Yorkville|Manhattan
40.775463|-73.954025|39671|building|building|Yorkville|Manhattan
40.775463|-73.95034|39672|building|building|Yorkville|Manhattan
40.775467|-73.956337|39673|building|building|Yorkville|Manhattan
40.775471|-73.976463|39674|building|building|Manhattan Community Board 7|Manhattan
40.775471|-73.962662|39675|place|place|Manhattan Community Board 8|Manhattan
40.775471|-73.956375|39676|building|building|Yorkville|Manhattan
40.775471|-73.953369|39677|building|building|Yorkville|Manhattan
40.775478|-73.955971|39678|building|building|Yorkville|Manhattan
40.775482|-73.960121|39679|place|place|Manhattan Community Board 8|Manhattan
40.775486|-73.961861|39680|building|building|Manhattan Community Board 8|Manhattan
40.77549|-73.958511|39681|amenity|amenity|Manhattan Community Board 8|Manhattan
40.77549|-73.947502|39682|building|building|Yorkville|Manhattan
40.775494|-73.979774|39683|building|building|Manhattan Community Board 7|Manhattan
40.775494|-73.965324|39684|leisure|leisure|Manhattan Community Board 8|Manhattan
40.775494|-73.964058|39685|place|place|Manhattan Community Board 8|Manhattan
40.775494|-73.960388|39686|place|place|Manhattan Community Board 8|Manhattan
40.775494|-73.959999|39687|building|building|Manhattan Community Board 8|Manhattan
40.775494|-73.952072|39688|building|building|Yorkville|Manhattan
40.775497|-73.980637|39689|building|building|Manhattan Community Board 7|Manhattan
40.775497|-73.976563|39690|railway|railway|Manhattan Community Board 7|Manhattan
40.775497|-73.976463|39691|building|building|Manhattan Community Board 7|Manhattan
40.775501|-73.982658|39692|building|building|Manhattan Community Board 7|Manhattan
40.775501|-73.980049|39693|shop|shop|Manhattan Community Board 7|Manhattan
40.775501|-73.960541|39694|place|place|Manhattan Community Board 8|Manhattan
40.775501|-73.951881|39695|building|building|Yorkville|Manhattan
40.775505|-73.984123|39696|building|building|Manhattan Community Board 7|Manhattan
40.775509|-73.962547|39697|place|place|Manhattan Community Board 8|Manhattan
40.775509|-73.960091|39698|place|place|Manhattan Community Board 8|Manhattan
40.775509|-73.958405|39699|amenity|amenity|Manhattan Community Board 8|Manhattan
40.775509|-73.95015|39700|place|place|Yorkville|Manhattan
40.775509|-73.944328|39701|building|building|Yorkville|Manhattan
40.775513|-73.987671|39702|place|place|Manhattan Community Board 7|Manhattan
40.775513|-73.981964|39703|building|building|Manhattan Community Board 7|Manhattan
40.775517|-73.985878|39704|highway|road|Lincoln Towers|Manhattan
40.775517|-73.98027|39705|place|place|Manhattan Community Board 7|Manhattan
40.775517|-73.95842|39706|amenity|amenity|Manhattan Community Board 8|Manhattan
40.775517|-73.953506|39707|building|building|Yorkville|Manhattan
40.775517|-73.950256|39708|place|place|Yorkville|Manhattan
40.775517|-73.946266|39709|building|building|Yorkville|Manhattan
40.77552|-73.984314|39710|building|building|Manhattan Community Board 7|Manhattan
40.77552|-73.982155|39711|building|building|Manhattan Community Board 7|Manhattan
40.77552|-73.98204|39712|building|building|Manhattan Community Board 7|Manhattan
40.77552|-73.980148|39713|place|place|Manhattan Community Board 7|Manhattan
40.77552|-73.950348|39714|building|building|Yorkville|Manhattan
40.775528|-73.990196|39715|building|building|Manhattan Community Board 7|Manhattan
40.775528|-73.982208|39716|building|building|Manhattan Community Board 7|Manhattan
40.775528|-73.954285|39717|building|building|Yorkville|Manhattan
40.775528|-73.947456|39718|building|building|Yorkville|Manhattan
40.775532|-73.976456|39719|building|building|Manhattan Community Board 7|Manhattan
40.775532|-73.954193|39720|building|building|Yorkville|Manhattan
40.775536|-73.950066|39721|place|place|Yorkville|Manhattan
40.775536|-73.922874|39722|highway|highway|Astoria|Queens
40.775539|-73.95047|39723|place|place|Yorkville|Manhattan
40.775543|-73.987656|39724|place|place|Manhattan Community Board 7|Manhattan
40.775543|-73.982124|39725|building|building|Manhattan Community Board 7|Manhattan
40.775547|-73.962639|39726|place|place|Manhattan Community Board 8|Manhattan
40.775547|-73.960365|39727|place|place|Manhattan Community Board 8|Manhattan
40.775547|-73.955894|39728|building|building|Yorkville|Manhattan
40.775547|-73.952248|39729|building|building|Yorkville|Manhattan
40.775547|-73.914528|39730|building|building|Steinway|Queens
40.775555|-73.982368|39731|building|building|Manhattan Community Board 7|Manhattan
40.775555|-73.954231|39732|building|building|Yorkville|Manhattan
40.775555|-73.950462|39733|place|place|Yorkville|Manhattan
40.775558|-73.947311|39734|building|building|Yorkville|Manhattan
40.775562|-73.982452|39735|building|building|Manhattan Community Board 7|Manhattan
40.775562|-73.960594|39736|place|place|Manhattan Community Board 8|Manhattan
40.775566|-73.9804|39737|building|building|Manhattan Community Board 7|Manhattan
40.775566|-73.944313|39738|highway|road|Yorkville|Manhattan
40.775566|-73.914513|39739|place|place||Queens
40.775574|-73.950417|39740|place|place|Yorkville|Manhattan
40.775578|-73.976585|39741|railway|railway|Manhattan Community Board 7|Manhattan
40.775585|-73.987595|39742|place|place|Manhattan Community Board 7|Manhattan
40.775585|-73.964386|39743|place|place|Manhattan Community Board 8|Manhattan
40.775593|-73.983353|39744|building|building|Manhattan Community Board 7|Manhattan
40.775597|-73.9804|39745|building|building|Manhattan Community Board 7|Manhattan
40.775597|-73.980049|39746|building|building|Manhattan Community Board 7|Manhattan
40.775597|-73.976349|39747|building|building|Manhattan Community Board 7|Manhattan
40.7756|-73.990173|39748|building|building|Manhattan Community Board 7|Manhattan
40.775604|-73.982239|39749|building|building|Manhattan Community Board 7|Manhattan
40.775604|-73.980186|39750|shop|shop|Manhattan Community Board 7|Manhattan
40.775612|-73.960358|39751|place|place|Manhattan Community Board 8|Manhattan
40.775616|-73.976639|39752|place|place|Manhattan Community Board 7|Manhattan
40.775616|-73.976501|39753|railway|railway|Manhattan Community Board 7|Manhattan
40.775616|-73.948769|39754|building|building|Yorkville|Manhattan
40.77562|-73.982231|39755|building|building|Manhattan Community Board 7|Manhattan
40.77562|-73.980293|39756|place|place|Manhattan Community Board 7|Manhattan
40.77562|-73.94426|39757|building|building|Yorkville|Manhattan
40.775623|-73.960564|39758|place|place|Manhattan Community Board 8|Manhattan
40.775623|-73.958679|39759|building|building|Manhattan Community Board 8|Manhattan
40.775623|-73.950195|39760|place|place|Yorkville|Manhattan
40.775627|-73.982086|39761|building|building|Manhattan Community Board 7|Manhattan
40.775627|-73.958359|39762|historic|historic|Manhattan Community Board 8|Manhattan
40.775631|-73.982117|39763|building|building|Manhattan Community Board 7|Manhattan
40.775631|-73.958954|39764|building|building|Manhattan Community Board 8|Manhattan
40.775635|-73.958763|39765|building|building|Manhattan Community Board 8|Manhattan
40.775635|-73.95034|39766|place|place|Yorkville|Manhattan
40.775639|-73.954521|39767|building|building|Yorkville|Manhattan
40.775639|-73.946381|39768|building|building|Yorkville|Manhattan
40.775642|-73.960541|39769|place|place|Manhattan Community Board 8|Manhattan
40.775642|-73.958672|39770|building|building|Manhattan Community Board 8|Manhattan
40.775642|-73.956375|39771|amenity|amenity|Manhattan Community Board 8|Manhattan
40.775642|-73.950333|39772|place|place|Yorkville|Manhattan
40.775646|-73.987656|39773|building|building|Manhattan Community Board 7|Manhattan
40.775646|-73.982384|39774|building|building|Manhattan Community Board 7|Manhattan
40.775646|-73.976082|39775|amenity|amenity||Manhattan
40.775646|-73.955978|39776|building|building|Yorkville|Manhattan
40.775654|-73.987518|39777|place|place|Manhattan Community Board 7|Manhattan
40.775654|-73.983459|39778|building|building|Manhattan Community Board 7|Manhattan
40.775654|-73.982277|39779|building|building|Manhattan Community Board 7|Manhattan
40.775654|-73.950607|39780|place|place|Yorkville|Manhattan
40.775665|-73.990112|39781|building|building|Manhattan Community Board 7|Manhattan
40.775665|-73.960373|39782|place|place|Manhattan Community Board 8|Manhattan
40.775665|-73.953445|39783|building|building|Yorkville|Manhattan
40.775669|-73.982246|39784|building|building|Manhattan Community Board 7|Manhattan
40.775669|-73.956345|39785|place|place|Manhattan Community Board 8|Manhattan
40.775673|-73.983292|39786|building|building|Manhattan Community Board 7|Manhattan
40.775673|-73.981506|39787|amenity|amenity|Manhattan Community Board 7|Manhattan
40.775673|-73.959938|39788|building|building|Manhattan Community Board 8|Manhattan
40.775673|-73.950233|39789|place|place|Yorkville|Manhattan
40.775677|-73.95845|39790|historic|historic|Manhattan Community Board 8|Manhattan
40.775677|-73.950302|39791|place|place|Yorkville|Manhattan
40.775681|-73.960556|39792|place|place|Manhattan Community Board 8|Manhattan
40.775681|-73.950508|39793|place|place|Yorkville|Manhattan
40.775684|-73.961914|39794|building|building|Manhattan Community Board 8|Manhattan
40.775688|-73.976692|39795|building|building|Manhattan Community Board 7|Manhattan
40.775696|-73.9823|39796|place|place|Manhattan Community Board 7|Manhattan
40.775696|-73.980103|39797|place|place|Manhattan Community Board 7|Manhattan
40.775696|-73.952606|39798|building|building|Yorkville|Manhattan
40.775696|-73.95031|39799|place|place|Yorkville|Manhattan
40.775703|-73.950218|39800|place|place|Yorkville|Manhattan
40.775703|-73.914734|39801|building|building|Steinway|Queens
40.775707|-73.96048|39802|place|place|Manhattan Community Board 8|Manhattan
40.775711|-73.962509|39803|place|place|Manhattan Community Board 8|Manhattan
40.775715|-73.955605|39804|building|building|Yorkville|Manhattan
40.775719|-73.980217|39805|place|place|Manhattan Community Board 7|Manhattan
40.775719|-73.961739|39806|building|building|Manhattan Community Board 8|Manhattan
40.775723|-73.98999|39807|building|building|Manhattan Community Board 7|Manhattan
40.775723|-73.950134|39808|place|place|Yorkville|Manhattan
40.775723|-73.94767|39809|place|place|Yorkville|Manhattan
40.775726|-73.960838|39810|place|place|Manhattan Community Board 8|Manhattan
40.77573|-73.976807|39811|place|place|Manhattan Community Board 7|Manhattan
40.77573|-73.954727|39812|building|building|Yorkville|Manhattan
40.77573|-73.950233|39813|place|place|Yorkville|Manhattan
40.77573|-73.950043|39814|place|place|Yorkville|Manhattan
40.775738|-73.953377|39815|building|building|Yorkville|Manhattan
40.775742|-73.982582|39816|building|building|Manhattan Community Board 7|Manhattan
40.775742|-73.976883|39817|place|place|Manhattan Community Board 7|Manhattan
40.775742|-73.950546|39818|place|place|Yorkville|Manhattan
40.775742|-73.946861|39819|building|building|Yorkville|Manhattan
40.775745|-73.987503|39820|place|place|Manhattan Community Board 7|Manhattan
40.775745|-73.964813|39821|amenity|amenity||Manhattan
40.775745|-73.960724|39822|place|place|Manhattan Community Board 8|Manhattan
40.775745|-73.960411|39823|place|place|Manhattan Community Board 8|Manhattan
40.775753|-73.952583|39824|building|building|Yorkville|Manhattan
40.775757|-73.986282|39825|highway|road|Lincoln Towers|Manhattan
40.775757|-73.976418|39826|railway|railway|Manhattan Community Board 7|Manhattan
40.775757|-73.950195|39827|place|place|Yorkville|Manhattan
40.775757|-73.950165|39828|place|place|Yorkville|Manhattan
40.775764|-73.986557|39829|place|place|Manhattan Community Board 7|Manhattan
40.775768|-73.980049|39830|amenity|amenity|Manhattan Community Board 7|Manhattan
40.775768|-73.958275|39831|place|place|Manhattan Community Board 8|Manhattan
40.775768|-73.952461|39832|building|building|Yorkville|Manhattan
40.775772|-73.982918|39833|building|building|Manhattan Community Board 7|Manhattan
40.775772|-73.955971|39834|building|building|Yorkville|Manhattan
40.775776|-73.977005|39835|building|building|Manhattan Community Board 7|Manhattan
40.775784|-73.960228|39836|place|place|Manhattan Community Board 8|Manhattan
40.775784|-73.95871|39837|historic|historic|Manhattan Community Board 8|Manhattan
